drugbank_id,partner_id,substrate,inducer,inhibitor
DB00182,BE0003336,0,0,1
DB00182,BE0002363,1,0,0
DB00183,BE0002180,0,1,0
DB00184,BE0003543,1,1,0
DB00184,BE0002433,1,1,0
DB00184,BE0003536,1,0,0
DB00184,BE0002887,1,0,0
DB00184,BE0002793,1,0,0
DB00184,BE0002363,1,0,0
DB00184,BE0002638,1,0,0
DB00184,BE0002198,0,0,1
DB00184,BE0002196,0,0,1
DB00184,BE0003336,1,0,1
DB00184,BE0003533,1,1,1
DB00184,BE0003534,1,0,0
DB00184,BE0003549,1,0,0
DB00185,BE0002363,1,0,0
DB00185,BE0002638,1,0,0
DB00185,BE0003609,1,0,0
DB00186,BE0004696,1,0,0
DB00186,BE0002638,1,0,0
DB00187,BE0002363,1,0,0
DB00188,BE0002638,1,0,0
DB00188,BE0003536,1,0,1
DB00188,BE0002363,1,0,0
DB00188,BE0002433,1,0,1
DB00188,BE0002793,1,0,1
DB00191,BE0002638,1,0,0
DB00193,BE0003549,1,0,0
DB00193,BE0003541,1,0,0
DB00193,BE0002363,1,0,0
DB00193,BE0002638,1,0,0
DB00194,BE0002214,1,0,0
DB00195,BE0002363,1,0,0
DB00195,BE0002433,1,0,0
DB00196,BE0002362,0,0,1
DB00196,BE0002638,0,0,1
DB00196,BE0002793,0,0,1
DB00196,BE0003536,0,0,1
DB00197,BE0002090,0,0,1
DB00197,BE0003543,0,1,0
DB00197,BE0003549,0,1,0
DB00197,BE0002793,1,0,1
DB00197,BE0002362,0,0,1
DB00197,BE0003612,0,0,1
DB00197,BE0003677,1,0,0
DB00197,BE0003544,1,0,0
DB00197,BE0004694,1,0,1
DB00197,BE0004695,1,0,0
DB00197,BE0003682,1,0,0
DB00197,BE0003538,1,0,0
DB00197,BE0003678,1,0,0
DB00197,BE0003679,1,0,0
DB00197,BE0004696,1,0,0
DB00197,BE0002638,0,1,0
DB00197,BE0003536,0,0,1
DB00197,BE0003541,1,0,0
DB00197,BE0002887,1,0,1
DB00198,BE0002705,1,0,0
DB00199,BE0002362,1,0,1
DB00199,BE0002638,1,0,1
DB00199,BE0003612,1,0,1
DB00201,BE0002433,1,0,1
DB00201,BE0002638,1,0,0
DB00201,BE0003533,1,0,0
DB00201,BE0002887,1,0,0
DB00201,BE0002793,1,0,0
DB00201,BE0003543,0,0,1
DB00201,BE0001111,1,0,0
DB00201,BE0002363,1,0,0
DB00202,BE0002180,1,0,0
DB00203,BE0002638,1,0,0
DB00203,BE0002362,1,0,0
DB00203,BE0003612,1,0,0
DB00203,BE0002793,1,0,1
DB00203,BE0003536,1,0,1
DB00203,BE0002363,1,0,0
DB00203,BE0003533,1,0,1
DB00204,BE0002638,1,0,0
DB00205,BE0002887,0,0,1
DB00206,BE0002362,0,1,0
DB00207,BE0002638,1,0,1
DB00208,BE0003536,1,0,1
DB00208,BE0002363,1,0,1
DB00208,BE0001075,1,0,0
DB00208,BE0002793,0,0,1
DB00208,BE0002887,0,0,1
DB00208,BE0002433,0,0,1
DB00208,BE0003549,0,0,1
DB00208,BE0003533,0,0,1
DB00209,BE0002363,0,0,1
DB00211,BE0002363,1,0,0
DB00213,BE0003536,1,0,1
DB00213,BE0002638,1,0,0
DB00214,BE0002887,1,0,0
DB00214,BE0002793,1,0,1
DB00215,BE0002638,1,0,1
DB00215,BE0003536,1,0,1
DB00215,BE0002363,1,0,1
DB00215,BE0002433,0,0,1
DB00216,BE0002363,1,0,0
DB00216,BE0002793,1,0,0
DB00216,BE0003536,1,0,0
DB00216,BE0003336,0,1,0
DB00216,BE0000017,1,0,0
DB00216,BE0002638,1,0,0
DB00218,BE0002433,0,0,1
DB00220,BE0002638,1,0,1
DB00220,BE0003612,0,0,1
DB00220,BE0002362,1,0,1
DB00220,BE0003549,0,0,1
DB00220,BE0003536,1,1,0
DB00220,BE0003541,0,1,0
DB00220,BE0002793,0,1,0
DB00220,BE0002363,0,0,1
DB00222,BE0002793,1,0,0
DB00224,BE0002363,0,0,1
DB00224,BE0003541,0,0,1
DB00224,BE0002638,1,0,1
DB00224,BE0002362,1,0,1
DB00224,BE0003612,0,0,1
DB00227,BE0002638,1,0,1
DB00227,BE0003562,1,0,0
DB00227,BE0002887,1,0,0
DB00227,BE0003541,1,0,0
DB00227,BE0003677,1,0,0
DB00227,BE0003679,1,0,0
DB00227,BE0003536,1,0,0
DB00228,BE0003533,1,0,0
DB00231,BE0002638,1,0,0
DB00231,BE0003549,1,0,0
DB00231,BE0002793,1,0,0
DB00233,BE0001075,0,0,1
DB00234,BE0002638,1,0,1
DB00234,BE0002363,0,0,1
DB00238,BE0002363,1,0,1
DB00238,BE0002433,0,0,1
DB00238,BE0003612,1,0,0
DB00238,BE0002638,1,1,0
DB00238,BE0003549,1,1,0
DB00238,BE0002362,1,0,0
DB00238,BE0002793,0,1,0
DB00238,BE0003336,1,0,0
DB00239,BE0002638,0,1,0
DB00239,BE0003536,1,0,0
DB00240,BE0002638,1,0,0
DB00242,BE0002804,1,0,0
DB00243,BE0002638,1,0,1
DB00243,BE0002363,1,0,1
DB00244,BE0003608,1,0,0
DB00246,BE0002638,1,0,0
DB00246,BE0003539,1,0,0
DB00247,BE0002638,1,0,0
DB00248,BE0002638,1,0,0
DB00250,BE0001075,1,0,0
DB00250,BE0003611,1,0,0
DB00250,BE0002793,1,1,0
DB00250,BE0003533,1,0,0
DB00250,BE0002638,1,0,0
DB00250,BE0003606,1,0,0
DB00250,BE0000017,1,0,0
DB00250,BE0000262,1,0,0
DB00250,BE0002887,1,0,0
DB00250,BE0003536,1,0,0
DB00250,BE0003607,1,0,0
DB00250,BE0002362,1,0,0
DB00250,BE0003612,1,0,0
DB00252,BE0002793,1,1,1
DB00252,BE0003536,1,1,0
DB00252,BE0002887,1,1,0
DB00252,BE0003549,1,1,0
DB00252,BE0002638,1,1,0
DB00252,BE0002362,1,1,0
DB00252,BE0003612,1,1,0
DB00252,BE0000731,0,0,1
DB00252,BE0003541,1,1,0
DB00252,BE0004694,1,0,1
DB00252,BE0003538,1,0,1
DB00252,BE0002433,0,1,0
DB00252,BE0003336,1,0,0
DB00252,BE0002363,1,0,0
DB00252,BE0003533,1,0,0
DB00252,BE0009565,1,0,0
DB00252,BE0003544,1,0,0
DB00252,BE0002089,1,0,0
DB00252,BE0001184,1,0,0
DB00252,BE0003611,1,0,0
DB00253,BE0002638,1,1,0
DB00253,BE0002362,0,1,0
DB00254,BE0002638,0,0,1
DB00255,BE0002638,1,0,1
DB00255,BE0002887,1,0,1
DB00255,BE0002793,0,0,1
DB00255,BE0003533,0,0,1
DB00255,BE0002089,1,0,0
DB00255,BE0002090,0,0,1
DB00257,BE0002887,0,0,1
DB00257,BE0002638,1,1,1
DB00257,BE0003549,0,1,1
DB00257,BE0002363,0,0,1
DB00257,BE0003336,0,0,1
DB00257,BE0002793,0,0,1
DB00257,BE0003533,0,0,1
DB00257,BE0003612,0,1,0
DB00260,BE0002151,0,0,1
DB00261,BE0002433,1,0,1
DB00263,BE0002793,0,0,1
DB00264,BE0002638,1,0,0
DB00264,BE0002363,1,0,1
DB00266,BE0002793,1,0,0
DB00266,BE0009371,0,0,1
DB00266,BE0009372,0,0,1
DB00268,BE0002433,1,0,0
DB00269,BE0002090,0,1,0
DB00270,BE0002638,1,0,1
DB00273,BE0002638,0,1,0
DB00273,BE0003536,0,0,1
DB00277,BE0003543,1,0,1
DB00277,BE0001111,1,0,0
DB00277,BE0002363,1,0,0
DB00277,BE0002433,1,0,0
DB00277,BE0002214,0,1,1
DB00277,BE0003533,1,0,0
DB00277,BE0002638,1,0,0
DB00278,BE0002638,1,0,0
DB00278,BE0002362,1,0,0
DB00279,BE0003541,1,0,0
DB00280,BE0002433,1,0,0
DB00280,BE0002638,1,0,0
DB00281,BE0002638,1,0,0
DB00281,BE0002363,1,0,1
DB00281,BE0002362,1,0,0
DB00281,BE0003612,1,0,0
DB00281,BE0002433,1,0,1
DB00281,BE0002793,1,0,0
DB00281,BE0002887,1,0,0
DB00281,BE0003336,1,0,0
DB00281,BE0003549,1,0,0
DB00283,BE0002363,0,0,1
DB00285,BE0002363,1,0,1
DB00285,BE0002638,1,0,0
DB00285,BE0002793,1,0,0
DB00285,BE0003536,1,0,0
DB00286,BE0002638,1,0,0
DB00286,BE0002433,1,0,1
DB00286,BE0002089,1,0,0
DB00288,BE0002638,1,1,0
DB00288,BE0002362,0,1,0
DB00289,BE0003536,1,0,0
DB00289,BE0002363,1,0,0
DB00290,BE0004697,1,0,0
DB00291,BE0000814,1,0,0
DB00291,BE0010006,1,0,0
DB00292,BE0000731,0,0,1
DB00292,BE0003542,0,0,1
DB00294,BE0002638,1,0,0
DB00295,BE0002887,1,0,0
DB00295,BE0002638,1,0,0
DB00295,BE0003679,1,0,0
DB00295,BE0003541,1,0,0
DB00295,BE0003682,1,0,0
DB00295,BE0004696,1,0,0
DB00295,BE0003681,1,0,0
DB00295,BE0003677,1,0,0
DB00296,BE0002433,1,0,0
DB00296,BE0002638,1,0,0
DB00296,BE0003549,1,0,0
DB00297,BE0003536,1,0,0
DB00297,BE0002363,1,0,0
DB00297,BE0002638,1,0,0
DB00300,BE0004477,1,0,0
DB00300,BE0004780,1,0,0
DB00300,BE0009626,1,0,0
DB00300,BE0009627,1,1,0
DB00301,BE0002638,1,1,0
DB00304,BE0002638,1,0,0
DB00304,BE0002793,1,0,0
DB00304,BE0003541,0,1,0
DB00305,BE0002364,1,0,0
DB00307,BE0002887,0,0,1
DB00307,BE0002638,1,1,0
DB00309,BE0002638,1,0,0
DB00312,BE0003536,1,0,0
DB00312,BE0003336,0,1,0
DB00312,BE0002638,0,1,0
DB00313,BE0003336,1,0,0
DB00313,BE0003549,1,0,0
DB00313,BE0002793,1,0,1
DB00313,BE0002362,1,0,0
DB00313,BE0000017,1,0,0
DB00313,BE0002433,0,0,1
DB00313,BE0003536,1,0,1
DB00313,BE0002638,0,0,1
DB00313,BE0003544,1,0,0
DB00313,BE0003682,1,0,0
DB00313,BE0003678,1,0,0
DB00313,BE0004694,1,0,0
DB00313,BE0003677,1,0,0
DB00313,BE0003679,1,0,0
DB00313,BE0004696,1,0,0
DB00313,BE0003538,1,0,0
DB00313,BE0003541,1,0,1
DB00315,BE0002433,1,0,0
DB00315,BE0002198,1,0,0
DB00316,BE0003533,1,0,0
DB00316,BE0002433,1,0,0
DB00316,BE0002638,1,1,0
DB00316,BE0002363,1,0,0
DB00316,BE0003336,1,0,0
DB00316,BE0004694,1,0,0
DB00316,BE0003541,1,0,0
DB00316,BE0003538,1,0,0
DB00316,BE0004696,1,0,0
DB00316,BE0000927,1,0,0
DB00316,BE0004767,1,0,0
DB00316,BE0003607,0,0,1
DB00316,BE0002194,1,0,0
DB00316,BE0000814,1,0,0
DB00316,BE0000807,1,0,0
DB00317,BE0002362,1,0,0
DB00317,BE0003543,1,0,1
DB00317,BE0002793,0,0,1
DB00317,BE0003536,0,0,1
DB00317,BE0002638,1,0,1
DB00317,BE0002363,1,0,1
DB00318,BE0002363,1,0,0
DB00318,BE0002638,1,0,0
DB00318,BE0003679,1,0,0
DB00318,BE0003681,1,0,0
DB00320,BE0002638,1,0,1
DB00321,BE0002363,1,0,0
DB00321,BE0002433,1,0,0
DB00321,BE0003536,1,0,1
DB00321,BE0002793,1,0,0
DB00321,BE0002638,1,0,0
DB00321,BE0002362,1,0,0
DB00321,BE0003549,1,0,0
DB00321,BE0002887,1,0,1
DB00321,BE0009343,1,0,1
DB00321,BE0003544,1,0,0
DB00321,BE0010006,0,0,1
DB00322,BE0002193,1,0,0
DB00322,BE0002793,0,0,1
DB00323,BE0002793,0,0,1
DB00324,BE0002362,0,1,0
DB00324,BE0002638,1,1,0
DB00325,BE0003543,0,0,1
DB00327,BE0003677,1,0,0
DB00327,BE0003679,1,0,0
DB00327,BE0002793,1,0,0
DB00328,BE0003536,1,0,1
DB00328,BE0002793,1,0,0
DB00328,BE0002705,1,0,0
DB00328,BE0003538,1,0,0
DB00328,BE0003541,1,0,1
DB00328,BE0003679,1,0,1
DB00330,BE0002433,0,0,1
DB00330,BE0003533,0,0,1
DB00330,BE0003536,0,0,1
DB00330,BE0002363,0,0,1
DB00330,BE0003336,0,0,1
DB00330,BE0002793,0,0,1
DB00330,BE0002638,0,0,1
DB00333,BE0002638,1,1,1
DB00333,BE0003536,1,0,0
DB00333,BE0003612,1,0,0
DB00333,BE0002363,1,0,1
DB00333,BE0003549,1,1,0
DB00333,BE0002887,1,0,0
DB00333,BE0002090,1,0,0
DB00333,BE0002433,1,0,0
DB00333,BE0003611,1,0,0
DB00333,BE0002793,1,0,0
DB00333,BE0004866,0,0,1
DB00333,BE0003681,0,0,1
DB00334,BE0002433,1,0,0
DB00334,BE0002363,1,0,1
DB00334,BE0003606,1,0,0
DB00334,BE0003536,0,0,1
DB00334,BE0002793,0,0,1
DB00334,BE0003544,1,0,0
DB00334,BE0002638,0,0,1
DB00334,BE0004866,0,0,1
DB00335,BE0002363,1,0,0
DB00336,BE0002204,1,0,0
DB00337,BE0002638,1,0,0
DB00338,BE0003543,1,1,0
DB00338,BE0002433,0,1,0
DB00338,BE0001111,0,1,0
DB00338,BE0002887,1,0,0
DB00338,BE0002793,1,0,0
DB00338,BE0003611,1,0,0
DB00338,BE0002363,0,0,1
DB00338,BE0002638,1,1,1
DB00338,BE0003536,1,0,1
DB00339,BE0003539,1,0,0
DB00339,BE0002204,1,0,0
DB00342,BE0002638,1,0,1
DB00342,BE0003612,1,0,0
DB00342,BE0002363,1,0,1
DB00342,BE0002362,1,0,0
DB00342,BE0002887,0,0,1
DB00342,BE0003683,0,0,1
DB00343,BE0002638,1,0,1
DB00343,BE0002362,1,0,1
DB00343,BE0003612,1,0,1
DB00343,BE0003536,1,0,0
DB00343,BE0002363,1,0,0
DB00343,BE0002887,1,0,0
DB00346,BE0002638,1,0,0
DB00347,BE0003533,1,0,0
DB00347,BE0002638,1,0,0
DB00347,BE0002887,1,0,0
DB00347,BE0002793,1,0,0
DB00347,BE0003536,1,0,0
DB00349,BE0002638,1,1,0
DB00349,BE0003536,1,0,0
DB00349,BE0003549,1,0,0
DB00349,BE0003611,1,0,0
DB00349,BE0002363,0,0,1
DB00350,BE0003541,1,0,0
DB00351,BE0002638,1,0,0
DB00352,BE0000077,1,0,0
DB00353,BE0002638,1,0,1
DB00356,BE0003533,1,0,1
DB00356,BE0003543,1,0,0
DB00356,BE0002433,1,0,0
DB00356,BE0003336,1,0,0
DB00356,BE0002638,1,0,1
DB00356,BE0002363,1,0,0
DB00357,BE0002638,0,1,0
DB00357,BE0003536,0,1,0
DB00358,BE0002090,0,0,1
DB00358,BE0000426,0,0,1
DB00358,BE0002180,0,0,1
DB00358,BE0002638,1,0,1
DB00359,BE0002887,1,0,0
DB00359,BE0002638,1,0,0
DB00359,BE0002793,0,0,1
DB00360,BE0000262,0,1,0
DB00361,BE0002363,0,0,1
DB00361,BE0002638,1,0,0
DB00363,BE0002433,1,0,0
DB00363,BE0002363,1,0,1
DB00363,BE0002793,1,0,0
DB00363,BE0002638,1,1,1
DB00363,BE0003536,1,0,1
DB00363,BE0003336,1,0,0
DB00363,BE0002887,1,0,0
DB00363,BE0003606,1,0,0
DB00363,BE0003544,1,0,0
DB00363,BE0003543,0,1,0
DB00365,BE0002433,1,0,1
DB00365,BE0002638,1,0,0
DB00366,BE0001052,0,1,0
DB00367,BE0002362,1,0,0
DB00367,BE0002638,1,0,0
DB00369,BE0002193,0,0,1
DB00370,BE0002638,1,0,1
DB00370,BE0002363,1,0,0
DB00370,BE0002433,1,0,0
DB00373,BE0003536,1,0,0
DB00373,BE0002363,1,0,0
DB00374,BE0002887,1,0,0
DB00374,BE0002793,1,0,0
DB00377,BE0002363,1,0,0
DB00377,BE0002638,1,0,0
DB00377,BE0002433,1,0,0
DB00378,BE0002638,1,0,0
DB00379,BE0003549,1,0,0
DB00379,BE0003533,1,0,0
DB00379,BE0002638,1,0,0
DB00379,BE0002433,1,0,1
DB00379,BE0002363,1,0,0
DB00381,BE0002638,1,0,0
DB00381,BE0003543,0,0,1
DB00381,BE0003549,1,0,1
DB00381,BE0002362,1,0,1
DB00381,BE0002887,0,0,1
DB00381,BE0002363,0,0,1
DB00382,BE0002433,1,0,0
DB00384,BE0002433,1,0,0
DB00388,BE0002198,1,0,0
DB00388,BE0002196,1,0,0
DB00388,BE0004767,1,0,0
DB00388,BE0002433,0,1,0
DB00389,BE0002090,0,0,1
DB00390,BE0003537,0,0,1
DB00391,BE0002180,0,0,1
DB00392,BE0002180,0,0,1
DB00393,BE0002638,1,0,0
DB00394,BE0002362,0,1,0
DB00394,BE0002638,1,1,0
DB00395,BE0003536,1,0,0
DB00396,BE0000344,0,0,1
DB00396,BE0003543,1,0,0
DB00396,BE0001111,1,0,0
DB00396,BE0003336,0,1,0
DB00396,BE0002363,1,0,0
DB00396,BE0003536,1,0,1
DB00396,BE0002793,1,0,1
DB00396,BE0002362,1,0,0
DB00396,BE0002638,1,1,0
DB00396,BE0003612,1,0,1
DB00397,BE0002198,0,0,1
DB00398,BE0002793,0,0,1
DB00398,BE0002362,1,0,0
DB00398,BE0003612,1,0,0
DB00398,BE0002638,1,0,1
DB00398,BE0003549,0,0,1
DB00398,BE0002887,1,0,1
DB00398,BE0002433,1,0,0
DB00398,BE0003536,0,0,1
DB00398,BE0002363,0,0,1
DB00398,BE0003538,1,0,1
DB00398,BE0003541,0,0,1
DB00400,BE0002433,0,1,0
DB00400,BE0002638,0,1,0
DB00401,BE0002638,1,0,0
DB00401,BE0002362,1,0,0
DB00401,BE0003612,1,0,0
DB00402,BE0002638,1,0,0
DB00402,BE0002887,1,0,0
DB00404,BE0003612,1,0,0
DB00404,BE0002638,1,0,0
DB00404,BE0002793,1,0,0
DB00404,BE0002362,1,0,0
DB00409,BE0002363,1,0,0
DB00409,BE0002433,0,0,1
DB00409,BE0004764,0,0,1
DB00409,BE0004866,0,0,1
DB00411,BE0000657,0,1,0
DB00411,BE0000426,1,0,0
DB00412,BE0000017,1,0,0
DB00412,BE0002433,0,0,1
DB00412,BE0002363,0,0,1
DB00412,BE0002638,1,1,0
DB00412,BE0003549,0,1,0
DB00412,BE0003533,1,0,0
DB00412,BE0002887,1,0,1
DB00412,BE0002793,1,0,1
DB00414,BE0002793,1,0,0
DB00414,BE0003074,1,0,0
DB00418,BE0002433,0,1,0
DB00418,BE0003536,0,1,0
DB00418,BE0002887,0,1,0
DB00418,BE0002793,0,1,0
DB00420,BE0002433,1,0,1
DB00420,BE0002638,1,0,0
DB00420,BE0002793,1,0,0
DB00420,BE0002363,1,0,0
DB00420,BE0003536,1,0,0
DB00421,BE0000731,0,1,0
DB00421,BE0002887,0,0,1
DB00422,BE0004740,1,0,0
DB00425,BE0002793,1,0,0
DB00425,BE0003536,1,0,0
DB00425,BE0002363,1,0,0
DB00425,BE0002638,1,0,0
DB00425,BE0002433,1,0,0
DB00426,BE0003539,1,0,0
DB00428,BE0003543,0,1,0
DB00428,BE0002433,0,1,0
DB00428,BE0003533,0,1,0
DB00432,BE0001260,1,0,0
DB00432,BE0002193,1,0,0
DB00433,BE0002363,1,0,0
DB00434,BE0003677,1,0,0
DB00434,BE0003544,1,0,0
DB00434,BE0009343,1,0,0
DB00435,BE0000133,0,0,1
DB00435,BE0002433,0,0,1
DB00435,BE0003549,0,0,1
DB00435,BE0002638,0,0,1
DB00436,BE0000987,0,0,1
DB00437,BE0003539,1,0,0
DB00437,BE0002204,0,0,1
DB00439,BE0002638,1,1,1
DB00439,BE0002362,1,0,0
DB00439,BE0003612,1,0,0
DB00439,BE0002887,1,0,1
DB00439,BE0002363,0,0,1
DB00439,BE0002793,0,0,1
DB00439,BE0003549,0,1,0
DB00439,BE0003541,1,0,0
DB00440,BE0002793,1,0,0
DB00440,BE0002638,1,0,0
DB00440,BE0002433,1,0,0
DB00440,BE0002887,1,0,1
DB00441,BE0004639,1,0,0
DB00441,BE0000637,1,0,0
DB00441,BE0003106,1,0,0
DB00441,BE0002443,1,0,0
DB00441,BE0002804,1,0,0
DB00443,BE0002090,1,0,1
DB00443,BE0002362,0,1,0
DB00443,BE0003612,0,0,0
DB00443,BE0003336,0,1,0
DB00443,BE0001111,0,1,0
DB00443,BE0003549,0,1,0
DB00443,BE0002887,0,1,0
DB00443,BE0002793,0,1,0
DB00443,BE0003536,0,1,0
DB00443,BE0002638,1,1,0
DB00444,BE0002362,1,0,0
DB00444,BE0003536,1,0,0
DB00444,BE0002793,0,0,1
DB00444,BE0002638,1,0,1
DB00445,BE0003679,1,0,0
DB00445,BE0000657,0,0,1
DB00446,BE0001542,1,0,0
DB00446,BE0001320,1,0,0
