drugbank_id,partner_id,inhibitor,antagonist,agonist
DB00118,BE0000372,0,0,0
DB00118,BE0000101,0,0,0
DB00118,BE0000304,0,0,0
DB00118,BE0000323,0,0,0
DB00118,BE0000407,0,0,0
DB00119,BE0000449,0,0,0
DB00119,BE0000178,0,0,0
DB00119,BE0000102,0,0,0
DB00119,BE0000386,0,0,0
DB00119,BE0000046,0,0,0
DB00119,BE0000174,0,0,0
DB00119,BE0000440,0,0,0
DB00119,BE0000098,0,0,0
DB00119,BE0000088,0,0,0
DB00119,BE0000253,1,0,0
DB00119,BE0000195,0,0,0
DB00119,BE0000361,0,0,0
DB00119,BE0000669,0,0,0
DB00119,BE0000698,0,0,0
DB00120,BE0000692,0,0,0
DB00120,BE0000789,0,0,0
DB00120,BE0000038,0,0,0
DB00120,BE0000753,0,0,0
DB00120,BE0000028,0,0,0
DB00120,BE0000561,0,0,0
DB00120,BE0000614,0,0,0
DB00121,BE0000544,0,0,0
DB00121,BE0000159,0,0,0
DB00121,BE0000072,0,0,0
DB00121,BE0000702,0,0,0
DB00121,BE0000445,0,0,0
DB00121,BE0000698,0,0,0
DB00121,BE0000492,0,0,0
DB00121,BE0000626,0,0,0
DB00122,BE0002341,0,0,0
DB00122,BE0000494,0,0,0
DB00122,BE0000426,0,0,0
DB00122,BE0000615,0,0,0
DB00122,BE0002179,0,0,0
DB00122,BE0002180,0,0,0
DB00122,BE0002181,0,0,0
DB00122,BE0002186,0,0,0
DB00123,BE0000212,0,0,0
DB00123,BE0000052,0,0,0
DB00123,BE0000136,0,0,0
DB00123,BE0000562,0,0,0
DB00123,BE0000198,0,0,0
DB00125,BE0000136,0,0,0
DB00125,BE0000448,0,0,0
DB00125,BE0000520,0,0,0
DB00125,BE0000005,0,0,0
DB00125,BE0000212,0,0,0
DB00125,BE0000758,0,0,0
DB00125,BE0000052,0,0,0
DB00125,BE0000671,0,0,0
DB00125,BE0000263,0,0,0
DB00126,BE0001225,0,0,0
DB00126,BE0002192,0,0,0
DB00126,BE0002117,0,0,0
DB00126,BE0002195,0,0,0
DB00126,BE0002197,0,0,0
DB00126,BE0000138,0,0,0
DB00126,BE0002200,0,0,0
DB00126,BE0002202,0,0,0
DB00126,BE0002206,0,0,0
DB00126,BE0002208,0,0,0
DB00126,BE0000060,0,0,0
DB00126,BE0002210,0,0,0
DB00126,BE0002203,0,0,0
DB00126,BE0002205,0,0,0
DB00126,BE0002213,0,0,0
DB00126,BE0002215,0,0,0
DB00126,BE0000087,0,0,0
DB00126,BE0002221,0,0,0
DB00126,BE0002223,0,0,0
DB00126,BE0002217,0,0,0
DB00126,BE0002211,0,0,0
DB00126,BE0002219,0,0,0
DB00127,BE0000964,0,0,0
DB00127,BE0000566,0,0,0
DB00127,BE0000404,0,0,0
DB00127,BE0000509,0,0,0
DB00127,BE0000172,0,0,0
DB00127,BE0000694,0,0,0
DB00128,BE0009692,0,0,0
DB00128,BE0000277,0,0,0
DB00128,BE0000529,0,0,0
DB00128,BE0000187,0,0,0
DB00128,BE0000219,0,0,0
DB00128,BE0000671,0,0,0
DB00128,BE0000481,0,0,0
DB00128,BE0000383,0,0,0
DB00128,BE0000725,0,0,0
DB00128,BE0000235,0,0,0
DB00128,BE0000528,0,0,0
DB00128,BE0002225,0,0,0
DB00128,BE0002228,0,0,0
DB00128,BE0001054,0,0,0
DB00128,BE0000788,0,0,0
DB00128,BE0002229,0,0,0
DB00128,BE0002230,0,0,0
DB00128,BE0003317,0,0,0
DB00128,BE0003751,0,0,0
DB00129,BE0000424,0,0,0
DB00129,BE0000306,0,0,0
DB00129,BE0000286,0,0,0
DB00129,BE0000371,0,0,0
DB00129,BE0000212,0,0,0
DB00129,BE0000562,0,0,0
DB00129,BE0000258,0,0,0
DB00129,BE0000758,0,0,0
DB00129,BE0000201,0,0,0
DB00129,BE0000347,0,0,0
DB00130,BE0000874,0,1,0
DB00130,BE0000374,0,0,0
DB00130,BE0002240,0,0,0
DB00131,BE0004907,0,0,0
DB00131,BE0003540,0,0,0
DB00131,BE0000254,0,0,0
DB00131,BE0000350,0,0,0
DB00131,BE0000677,0,0,0
DB00131,BE0000269,0,0,0
DB00131,BE0000639,0,0,0
DB00131,BE0000958,0,0,0
DB00131,BE0000487,0,0,0
DB00131,BE0001473,0,0,0
DB00131,BE0001287,0,0,0
DB00131,BE0002431,0,1,0
DB00132,BE0000888,0,0,0
DB00132,BE0002246,0,0,0
DB00132,BE0001023,1,0,0
DB00132,BE0000071,0,0,0
DB00132,BE0001777,0,0,1
DB00132,BE0001007,0,0,0
DB00132,BE0000215,0,0,0
DB00132,BE0000412,0,0,0
DB00132,BE0009936,0,0,0
DB00132,BE0009375,0,0,0
DB00132,BE0000986,0,0,0
DB00133,BE0000323,0,0,0
DB00133,BE0000164,0,0,0
DB00133,BE0000388,0,0,0
DB00133,BE0000660,0,0,0
DB00133,BE0000441,0,0,0
DB00133,BE0000063,0,0,0
DB00133,BE0000316,0,0,0
DB00134,BE0000763,0,0,0
DB00134,BE0000734,0,0,0
DB00134,BE0001534,0,0,0
DB00134,BE0000845,0,0,0
DB00134,BE0002249,0,0,0
DB00135,BE0000614,0,0,0
DB00135,BE0000363,0,0,0
DB00135,BE0000230,0,0,0
DB00135,BE0000692,0,0,0
DB00136,BE0000779,0,1,0
DB00136,BE0008987,0,0,0
DB00138,BE0000030,0,0,0
DB00138,BE0000035,0,0,0
DB00139,BE0000152,1,0,0
DB00139,BE0002258,0,0,0
DB00140,BE0000370,0,0,0
DB00140,BE0003327,0,0,0
DB00140,BE0000595,0,0,0
DB00141,BE0000259,0,0,0
DB00141,BE0002263,0,0,0
DB00141,BE0002265,0,0,0
DB00141,BE0002266,0,0,0
DB00141,BE0000391,0,0,0
DB00141,BE0000109,0,0,0
DB00142,BE0000824,0,0,0
DB00142,BE0000833,0,0,0
DB00142,BE0000827,0,0,0
DB00142,BE0000828,0,0,0
DB00142,BE0000834,0,0,0
DB00142,BE0000835,0,0,0
DB00142,BE0002267,0,0,0
DB00142,BE0002268,0,0,0
DB00142,BE0002235,0,0,0
DB00142,BE0000721,0,0,0
DB00142,BE0000396,0,0,0
DB00142,BE0000825,0,0,0
DB00142,BE0000383,0,0,0
DB00142,BE0000188,0,0,0
DB00142,BE0000219,0,0,0
DB00142,BE0002240,0,0,0
DB00142,BE0000529,0,0,0
DB00142,BE0000692,0,0,0
DB00142,BE0000667,0,0,0
DB00142,BE0000403,0,0,0
DB00142,BE0001115,0,0,0
DB00142,BE0000884,0,0,0
DB00142,BE0001054,0,0,0
DB00142,BE0000166,0,0,0
DB00142,BE0002270,0,0,0
DB00142,BE0000755,0,0,0
DB00142,BE0000321,0,0,0
DB00142,BE0000517,0,0,0
DB00142,BE0000253,0,0,0
DB00142,BE0000365,0,0,0
DB00142,BE0000700,0,0,0
DB00142,BE0002271,0,0,0
DB00142,BE0000760,0,0,0
DB00142,BE0000417,0,0,0
DB00142,BE0000454,0,0,0
DB00142,BE0002152,0,0,0
DB00142,BE0002272,0,0,0
DB00142,BE0002244,0,0,0
DB00142,BE0002274,0,0,0
DB00142,BE0000727,0,0,0
DB00142,BE0000641,0,0,0
DB00142,BE0002166,0,0,0
DB00142,BE0000073,0,0,0
DB00142,BE0000003,0,0,0
DB00142,BE0002277,0,0,0
DB00142,BE0000030,0,0,0
DB00142,BE0004640,0,0,0
DB00142,BE0000603,0,0,0
DB00142,BE0000180,0,0,0
DB00142,BE0000346,0,0,0
DB00142,BE0000640,0,0,0
DB00142,BE0000606,0,0,0
DB00142,BE0000568,0,0,0
DB00142,BE0000602,0,0,0
DB00142,BE0000378,0,0,0
DB00142,BE0000822,0,0,0
DB00142,BE0000829,0,0,0
DB00142,BE0000831,0,0,0
DB00142,BE0000830,0,0,0
DB00142,BE0000823,0,0,0
DB00142,BE0000826,0,0,0
DB00142,BE0000832,0,0,0
DB00143,BE0000747,0,0,0
DB00143,BE0000058,0,0,0
DB00143,BE0002638,0,0,0
DB00143,BE0009997,0,0,0
DB00143,BE0000648,0,0,0
DB00143,BE0000185,0,0,0
DB00143,BE0000807,0,0,0
DB00143,BE0000808,0,0,0
DB00143,BE0000809,0,0,0
DB00143,BE0000810,0,0,0
DB00143,BE0000811,0,0,0
DB00143,BE0000812,0,0,0
DB00143,BE0000813,0,0,0
DB00143,BE0000814,0,0,0
DB00143,BE0000815,0,0,0
DB00143,BE0000816,0,0,0
DB00143,BE0000817,0,0,0
DB00143,BE0000818,0,0,0
DB00143,BE0000819,0,0,0
DB00143,BE0000820,0,0,0
DB00143,BE0000821,0,0,0
DB00143,BE0000962,0,0,0
DB00143,BE0001117,0,0,0
DB00143,BE0002279,0,0,0
DB00143,BE0001167,0,0,0
DB00143,BE0002281,0,0,0
DB00143,BE0002189,0,0,0
DB00143,BE0002282,0,0,0
DB00143,BE0002283,0,0,0
DB00143,BE0000889,0,0,0
DB00143,BE0001189,0,0,0
DB00143,BE0002284,0,0,0
DB00143,BE0001135,0,0,0
DB00143,BE0002285,0,0,0
DB00143,BE0002286,0,0,0
DB00143,BE0001825,0,0,0
DB00143,BE0002287,0,0,0
DB00143,BE0002289,0,0,0
DB00143,BE0002290,0,0,0
DB00143,BE0002291,0,0,0
DB00143,BE0002292,0,0,0
DB00144,BE0000673,0,0,0
DB00144,BE0000189,0,0,0
DB00144,BE0001132,0,0,0
DB00144,BE0001099,0,0,0
DB00144,BE0002296,0,0,0
DB00144,BE0002297,0,0,0
DB00144,BE0002299,0,0,0
DB00144,BE0002300,0,0,0
DB00144,BE0002301,0,0,0
DB00144,BE0001001,0,0,0
DB00145,BE0000518,0,0,0
DB00145,BE0000409,0,0,0
DB00145,BE0000898,0,0,0
DB00145,BE0000998,0,0,0
DB00145,BE0000760,0,1,0
DB00145,BE0002303,0,0,0
DB00145,BE0002304,0,0,0
DB00145,BE0000185,0,0,0
DB00145,BE0000454,0,0,1
DB00145,BE0002305,0,0,0
DB00145,BE0000292,0,0,0
DB00145,BE0002306,0,0,0
DB00145,BE0002307,0,0,0
DB00145,BE0000102,0,0,0
DB00145,BE0002309,0,0,0
DB00145,BE0000534,0,0,0
DB00145,BE0000433,0,0,0
DB00145,BE0000316,0,0,0
DB00145,BE0000055,0,0,0
DB00145,BE0000331,0,0,0
DB00145,BE0000414,0,0,0
DB00145,BE0000745,0,0,0
DB00145,BE0000372,0,0,0
DB00145,BE0000347,0,0,0
DB00146,BE0000779,0,0,1
DB00147,BE0000042,0,0,0
DB00148,BE0000714,0,0,0
DB00148,BE0000171,0,0,0
DB00148,BE0000082,0,0,0
DB00148,BE0000410,0,0,0
DB00148,BE0000375,0,0,0
DB00148,BE0000567,0,0,0
DB00149,BE0000204,0,0,0
DB00149,BE0000613,0,0,0
DB00149,BE0000450,0,0,0
DB00149,BE0000769,0,0,0
DB00149,BE0000721,0,0,0
DB00149,BE0000517,0,0,0
DB00150,BE0000228,1,0,0
DB00150,BE0001343,1,0,0
DB00150,BE0002311,1,0,0
DB00151,BE0000606,0,0,0
DB00151,BE0000166,0,0,0
DB00151,BE0000529,0,0,0
DB00151,BE0000383,0,0,0
DB00151,BE0000791,0,0,0
DB00151,BE0000323,0,0,0
DB00151,BE0000701,0,0,0
DB00151,BE0001145,0,0,0
DB00151,BE0000185,0,0,0
DB00151,BE0002312,0,0,0
DB00151,BE0000079,0,0,0
DB00151,BE0000151,0,0,0
DB00151,BE0000569,0,0,0
DB00152,BE0000157,0,0,0
DB00153,BE0000779,0,0,1
DB00153,BE0004902,0,0,0
DB00154,BE0000262,0,0,0
DB00154,BE0000017,1,0,0
DB00155,BE0000263,0,0,0
DB00155,BE0000671,0,0,0
DB00155,BE0000608,0,0,0
DB00155,BE0000788,0,0,0
DB00155,BE0000766,0,0,0
DB00155,BE0000306,0,0,0
DB00155,BE0000067,0,0,0
DB00155,BE0000005,0,0,0
DB00155,BE0001092,0,0,0
DB00155,BE0002313,0,0,0
DB00155,BE0002314,0,0,0
DB00155,BE0002315,0,0,0
DB00155,BE0002316,0,0,0
DB00156,BE0000234,0,0,0
DB00156,BE0002317,0,0,0
DB00156,BE0001755,0,0,0
DB00157,BE0000645,0,0,0
DB00157,BE0000227,0,0,0
DB00157,BE0000299,0,0,0
DB00157,BE0000360,0,0,0
DB00157,BE0000465,0,0,0
DB00157,BE0000400,0,0,0
DB00157,BE0000522,0,0,0
DB00157,BE0000208,0,0,0
DB00157,BE0000297,0,0,0
DB00157,BE0000009,0,0,0
DB00157,BE0000747,0,0,0
DB00157,BE0000317,0,0,0
DB00157,BE0000780,0,0,0
DB00157,BE0000425,0,0,0
DB00157,BE0000148,0,0,0
DB00157,BE0000408,0,0,0
DB00157,BE0000100,0,0,0
DB00157,BE0000149,0,0,0
DB00157,BE0000068,0,0,0
DB00157,BE0000586,0,0,0
DB00157,BE0000377,0,0,0
DB00157,BE0000328,0,0,0
DB00157,BE0000175,0,0,0
DB00157,BE0000589,0,0,0
DB00157,BE0000128,0,0,0
DB00157,BE0000336,0,0,0
DB00157,BE0000574,0,0,0
DB00157,BE0000604,0,0,0
DB00157,BE0000161,0,0,0
DB00157,BE0000184,0,0,0
DB00157,BE0000771,0,0,0
DB00157,BE0000559,0,0,0
DB00157,BE0000011,0,0,0
DB00157,BE0000194,0,0,0
DB00157,BE0000006,0,0,0
DB00157,BE0000570,0,0,0
DB00157,BE0000357,0,0,0
DB00157,BE0000578,0,0,0
DB00157,BE0000438,0,0,0
DB00157,BE0000722,0,0,0
DB00157,BE0000592,0,0,0
DB00157,BE0000552,0,0,0
DB00157,BE0000662,0,0,0
DB00157,BE0000126,0,0,0
DB00157,BE0000329,0,0,0
DB00157,BE0000059,0,0,0
DB00157,BE0000051,0,0,0
DB00157,BE0000761,0,0,0
DB00157,BE0000260,0,0,0
DB00157,BE0000133,0,0,0
DB00157,BE0000131,0,0,0
DB00157,BE0000622,0,0,0
DB00157,BE0000044,0,0,0
DB00157,BE0000193,0,0,0
DB00157,BE0000231,0,0,0
DB00157,BE0000718,0,0,0
DB00157,BE0000554,0,0,0
DB00157,BE0000720,0,0,0
DB00157,BE0000287,0,0,0
DB00157,BE0000583,0,0,0
DB00157,BE0000479,0,0,0
DB00157,BE0000446,0,0,0
DB00157,BE0000542,0,0,0
DB00157,BE0000513,0,0,0
DB00157,BE0000600,0,0,0
DB00157,BE0000152,0,0,0
DB00157,BE0000135,0,0,0
DB00157,BE0000595,0,0,0
DB00157,BE0000728,0,0,0
DB00157,BE0000225,0,0,0
DB00157,BE0000180,0,0,0
DB00157,BE0000098,0,0,0
DB00157,BE0000609,0,0,0
DB00157,BE0000571,0,0,0
DB00157,BE0000741,0,0,0
DB00157,BE0000762,0,0,0
DB00157,BE0000330,0,0,0
DB00157,BE0000162,0,0,0
DB00157,BE0000755,0,0,0
DB00157,BE0000031,0,0,0
DB00157,BE0000220,0,0,0
DB00157,BE0000655,0,0,0
DB00157,BE0000073,0,0,0
DB00157,BE0000196,0,0,0
DB00157,BE0000307,0,0,0
DB00157,BE0000617,0,0,0
DB00157,BE0000268,0,0,0
DB00157,BE0000244,0,0,0
DB00157,BE0000160,0,0,0
DB00157,BE0000541,0,0,0
DB00157,BE0000551,0,0,0
DB00157,BE0000540,0,0,0
DB00157,BE0000503,0,0,0
DB00157,BE0000008,0,0,0
DB00157,BE0000473,0,0,0
DB00157,BE0000305,0,0,0
DB00157,BE0000272,0,0,0
DB00157,BE0000081,0,0,0
DB00157,BE0000401,0,0,0
